respondent number,task number,task text,result,time spent (seconds),path,first click,destination
30,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,21,Lifestyle > (empty) > Society > (empty) > Hobbies > Food > Recipes,Lifestyle,Recipes
30,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,22,Lifestyle > Personal development > (empty) > Culture > (empty) > Society > Family and Relationships > Parenting,Lifestyle,Parenting
30,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect success,25,Society > (empty) > Hobbies > Sports > Individual sports > Boxing,Society,Boxing
30,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,direct success,14,Culture > Fashion > New collections,Culture,New collections
30,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",indirect success,40,Society > (empty) > Lifestyle > (empty) > Culture > History > Medieval < History > Ancient < History > World < History > Medieval,Society,Medieval
30,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect success,74,Entertainment > (empty) > Culture > (empty) > Society > (empty) > Lifestyle > (empty) > Hobbies > (empty) > About us > (empty) > Lifestyle > (empty) > Trending > Our picks > (empty) > Entertainment > (empty) > Hobbies > (empty) > Science > Technology > Computers and internet,Entertainment,Computers and internet
30,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,direct success,12,Science > Nature > Animals,Science,Animals
31,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",indirect failure,56,Lifestyle > Fitness > (empty) > Science > Health and Medicine > Research,Lifestyle,Research
31,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct failure,27,Hobbies > Food > Restaurant reviews,Hobbies,Restaurant reviews
31,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct failure,79,Entertainment > Games > Virtual reality,Entertainment,Virtual reality
31,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",direct success,22,Entertainment > Cinema > Cinemas near you,Entertainment,Cinemas near you
31,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,83,Entertainment > Entertainment > Society > Health > Nutrition,Entertainment,Nutrition
31,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect failure,68,Culture > Culture > Society > Health > Nutrition,Culture,Nutrition
31,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,direct failure,23,Entertainment > Games > Top picks,Entertainment,Top picks
31,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,direct failure,37,Lifestyle > Fitness > Diet,Lifestyle,Diet
31,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct failure,22,Culture > History > Ancient,Culture,Ancient
31,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",direct failure,53,Trending > Latest articles,Trending,Latest articles
31,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,indirect failure,61,Hobbies > Outdoors > Outdoors > Garden > Garden < Hobbies > Trending > Popular articles,Hobbies,Popular articles
32,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",direct failure,48,Lifestyle > Personal development > Self-care,Lifestyle,Self-care
32,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,24,Trending > Popular articles,Trending,Popular articles
32,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,27.497,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
32,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",indirect failure,51,Entertainment > Films > Genres < Films > Reviews,Entertainment,Reviews
32,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,direct failure,31,Hobbies > Food > Recipes,Hobbies,Recipes
32,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,262,Trending > (empty) > Science > (empty) > Culture > (empty) > Entertainment > (empty) > Society > Family and Relationships > Parenting,Trending,Parenting
32,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect failure,108.682,Entertainment > Games > Game reviews > (empty) > Lifestyle > (empty) > Society > (empty) > Trending > (empty) > Entertainment > TV shows > Game shows < Entertainment > TV shows > Reality shows > (empty) > Culture > History > (empty) > Entertainment > Games > Game reviews,Entertainment,Game reviews
32,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect success,74,Hobbies > (empty) > Society > Health > (empty) > Lifestyle > Personal development > Creativity > (empty) > Culture > Fashion > New collections,Hobbies,New collections
32,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",indirect success,96,Society > Sociology > (empty) > Hobbies > (empty) > Lifestyle > Personal development < Lifestyle > (empty) > Hobbies > Art > (empty) > Society > Family and Relationships > (empty) > Culture > History > Medieval,Society,Medieval
32,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect failure,142,Hobbies > Household > Renovations < Hobbies > Crafts > (empty) > (empty) > Society > Education > E-learning > (empty) > Society > Law < Society > (empty) > Entertainment > Entertainment > (empty) > Science > Technology > Gadgets,Hobbies,Gadgets
32,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,indirect failure,73,Hobbies > Garden < Hobbies > Outdoors > Hunting > (empty) > Culture > (empty) > Society > (empty) > Lifestyle > (empty) > Hobbies > Garden > Seasonal tips,Hobbies,Seasonal tips
33,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",direct failure,15,Science > Health and Medicine > Research,Science,Research
33,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,indirect failure,144.837,About us > About us > (empty) > Entertainment > Entertainment > About us > (empty) > Society > Family and Relationships > Dating > (empty) > Lifestyle > (empty) > Trending > Our picks,About us,Our picks
33,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,12,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
33,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",indirect success,29.882,Hobbies > (empty) > Entertainment > Films < Entertainment > Cinema > Cinemas near you,Hobbies,Cinemas near you
33,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,direct failure,9,Hobbies > Food > Cooking,Hobbies,Cooking
33,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,30,Lifestyle > Personal development < Lifestyle > (empty) > Society > Family and Relationships > Parenting,Lifestyle,Parenting
33,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect success,44,Entertainment > Games < Entertainment > (empty) > Trending > (empty) > Hobbies > Sports > Individual sports > Boxing,Entertainment,Boxing
33,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,direct failure,19,Culture > Fashion > Latest trends,Culture,Latest trends
33,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct success,50,Culture > History > Medieval,Culture,Medieval
33,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect success,36,Entertainment > (empty) > Science > Technology > Computers and internet,Entertainment,Computers and internet
33,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,indirect success,261.542,Science > Environment > Environment > Earth and Space > (empty) > Lifestyle > (empty) > Entertainment > (empty) > Lifestyle > (empty) > Hobbies > Garden > (empty) > Hobbies > Outdoors > (empty) > Science > Nature > Animals,Science,Animals
35,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",indirect failure,27,Lifestyle > (empty) > Science > Health and Medicine > Innovations,Lifestyle,Innovations
35,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,21,Trending > Popular articles,Trending,Popular articles
35,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,18,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
35,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",indirect failure,36,Hobbies > Art < Hobbies > (empty) > Entertainment > Films < Entertainment > Cinema > Blockbuster movies,Hobbies,Blockbuster movies
35,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,direct failure,12,Hobbies > Food > Recipes,Hobbies,Recipes
35,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,direct success,13,Society > Family and Relationships > Parenting,Society,Parenting
35,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,direct success,18,Hobbies > Sports > Individual sports > Boxing,Hobbies,Boxing
35,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,21,Lifestyle > (empty) > Hobbies > Beauty > Clothes,Lifestyle,Clothes
35,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",indirect success,27,Society > (empty) > Culture > History > Medieval,Society,Medieval
35,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect failure,65.185,Entertainment > (empty) > Hobbies > (empty) > Science > Technology > Computers and internet < Technology > Gadgets,Entertainment,Gadgets
35,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,indirect success,18,Culture > (empty) > Science > Nature > Animals,Culture,Animals
36,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",direct failure,14,Lifestyle > Personal development > Self-care,Lifestyle,Self-care
36,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,10,Trending > Popular articles,Trending,Popular articles
36,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct failure,12,Entertainment > Films > Reviews,Entertainment,Reviews
36,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",direct failure,14,Entertainment > Films > Upcoming releases,Entertainment,Upcoming releases
36,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,35,Lifestyle > Lifestyle > Culture > Culture > Hobbies > Hobbies > Hobbies > Food > Recipes,Lifestyle,Recipes
36,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,30,Lifestyle > Personal development > Personal development < Lifestyle > Hobbies > Household > (empty) > Society > Family and Relationships > Parenting,Lifestyle,Parenting
36,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,direct success,22,Hobbies > Sports > Individual sports > Boxing,Hobbies,Boxing
36,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,47,Lifestyle > Lifestyle > Society > (empty) > Hobbies > Beauty > (empty) > Hobbies > Beauty > Fashion shows,Lifestyle,Fashion shows
36,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct success,13,Culture > History > Medieval,Culture,Medieval
36,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect success,31,Hobbies > Hobbies > Entertainment > Entertainment > Science > Technology > Computers and internet,Hobbies,Computers and internet
36,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,direct success,17,Science > Nature > Animals,Science,Animals
37,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",direct failure,43,Lifestyle > Fitness > Diet,Lifestyle,Diet
37,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,19,Trending > Popular articles,Trending,Popular articles
37,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,38,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
37,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",indirect success,55,Entertainment > Films < Entertainment > Cinema > Cinemas near you > Cinemas near you,Entertainment,Cinemas near you
37,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,44,Culture > Culture > Culture > (empty) > Trending > Our picks,Culture,Our picks
37,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect failure,70,Lifestyle > (empty) > (empty) > (empty) > About us > (empty) > Trending > (empty) > Culture > (empty) > Lifestyle > (empty) > Trending > Popular articles,Lifestyle,Popular articles
37,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect success,52,Entertainment > (empty) > Hobbies > Sports > Team sports < Sports > Individual sports > Boxing,Entertainment,Boxing
37,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,direct failure,16,Trending > Popular articles,Trending,Popular articles
37,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct success,39,Culture > History > Medieval,Culture,Medieval
37,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",direct failure,24,Trending > Our picks,Trending,Our picks
37,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,direct failure,31,Hobbies > Outdoors > Hunting,Hobbies,Hunting
38,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",indirect failure,52,Lifestyle > Fitness < Lifestyle > (empty) > Hobbies > Hobbies > Science > Health and Medicine > Treatments,Lifestyle,Treatments
38,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,11,Trending > Popular articles,Trending,Popular articles
38,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,29,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
38,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",direct success,18,Entertainment > Cinema > Cinemas near you,Entertainment,Cinemas near you
38,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,41,Lifestyle > (empty) > Culture > (empty) > Culture > (empty) > Lifestyle > (empty) > Society > (empty) > Entertainment > (empty) > Hobbies > Food > Recipes,Lifestyle,Recipes
38,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,direct success,18,Society > Family and Relationships > Parenting,Society,Parenting
38,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect success,57,Entertainment > (empty) > Lifestyle > Fitness > (empty) > Entertainment > (empty) > Culture > (empty) > Society > (empty) > Society > (empty) > Hobbies > Sports > Individual sports > Boxing,Entertainment,Boxing
38,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,38,Trending > (empty) > Lifestyle > (empty) > Culture > Fashion > Latest trends,Trending,Latest trends
38,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",indirect failure,34.305,Culture > History > Medieval > Medieval < History > Modern,Culture,Modern
38,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",direct success,18,Science > Technology > Computers and internet,Science,Computers and internet
38,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,direct success,20,Science > Nature > Animals,Science,Animals
