,variant,respondent,task,taskText,taskOrder,time,interactions,certainty,difficulty,note,success,directSuccess,direct,firstClick,finalClick,pathLength,backclicks,backtracks,backsteps,path,firstClickName,finalClickName
788,TO,14,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,4,51.0,"[""6"", ""6"", ""5"", ""5"", ""3"", ""3-2"", ""3-2-2""]",5.0,5.0,,True,False,False,6,3-2-2,7,2,2,2,"[[""6""], [], [""5""], [], [""3""], [""3"", ""3-2""], [""3"", ""3-2"", ""3-2-2""]]",Lifestyle,New collections
789,TO,14,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",2,61.0,"[""5"", ""5"", ""3"", ""3-4"", ""3-4-1""]",6.0,6.0,none,True,False,False,5,3-4-1,5,1,1,1,"[[""5""], [], [""3""], [""3"", ""3-4""], [""3"", ""3-4"", ""3-4-1""]]",Society,Medieval
790,TO,14,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",9,67.0,"[""6"", ""6-0"", ""6-0"", ""6"", ""5"", ""5"", ""4"", ""4"", ""2"", ""2"", ""4"", ""4-4"", ""4-4-1"", ""4-4-3"", ""4-4-2""]",6.0,5.0,,True,False,False,6,4-4-2,15,7,6,7,"[[""6""], [""6"", ""6-0""], [""6""], [], [""5""], [], [""4""], [], [""2""], [], [""4""], [""4"", ""4-4""], [""4"", ""4-4"", ""4-4-1""], [""4"", ""4-4"", ""4-4-3""], [""4"", ""4-4"", ""4-4-2""]]",Lifestyle,Computers and internet
791,TO,14,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,7,143.0,"[""2"", ""2-5"", ""2-5"", ""2-6"", ""2-6"", ""2"", ""3"", ""3"", ""5"", ""5"", ""6"", ""6"", ""0"", ""0"", ""1"", ""1"", ""2"", ""2-4"", ""2-4-0"", ""2-4"", ""2-4"", ""2-4"", ""2-5"", ""2-5"", ""2-6"", ""2-6"", ""2-7"", ""2-7"", ""2-8"", ""2-8"", ""2"", ""4"", ""4"", ""2"", ""2-5"", ""2-5"", ""2-6"", ""2-6"", ""2-4"", ""2-4-0""]",4.0,3.0,,False,False,False,2,2-4-0,40,18,16,19,"[[""2""], [""2"", ""2-5""], [""2""], [""2"", ""2-6""], [""2""], [], [""3""], [], [""5""], [], [""6""], [], [""0""], [], [""1""], [], [""2""], [""2"", ""2-4""], [""2"", ""2-4"", ""2-4-0""], [""2""], [""2"", ""2-4""], [""2""], [""2"", ""2-5""], [""2""], [""2"", ""2-6""], [""2""], [""2"", ""2-7""], [""2""], [""2"", ""2-8""], [""2""], [], [""4""], [], [""2""], [""2"", ""2-5""], [""2""], [""2"", ""2-6""], [""2""], [""2"", ""2-4""], [""2"", ""2-4"", ""2-4-0""]]",Hobbies,Garden
792,TO,15,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",7,25.0,"[""6"", ""6-1"", ""6-1-1""]",4.0,4.0,,False,False,True,6,6-1-1,3,0,0,0,"[[""6""], [""6"", ""6-1""], [""6"", ""6-1"", ""6-1-1""]]",Lifestyle,Self-care
794,TO,15,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,8,18.0,"[""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]",6.0,6.0,,True,True,True,1,1-2-2-6,4,0,0,0,"[[""1""], [""1"", ""1-2""], [""1"", ""1-2"", ""1-2-2""], [""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]]",Entertainment,Comedy
795,TO,15,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",1,26.0,"[""1"", ""1-5"", ""1-5-1""]",7.0,7.0,,True,True,True,1,1-5-1,3,0,0,0,"[[""1""], [""1"", ""1-5""], [""1"", ""1-5"", ""1-5-1""]]",Entertainment,Cinemas near you
796,TO,15,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,9,48.0,"[""3"", ""3-0"", ""3-0"", ""3"", ""2"", ""2-2"", ""2-2-3""]",6.0,6.0,,False,False,False,3,2-2-3,7,2,1,2,"[[""3""], [""3"", ""3-0""], [""3""], [], [""2""], [""2"", ""2-2""], [""2"", ""2-2"", ""2-2-3""]]",Culture,Recipes
797,TO,15,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,6,28.0,"[""6"", ""6"", ""7"", ""7"", ""5"", ""5-5"", ""5-5-0""]",6.0,6.0,,True,False,False,6,5-5-0,7,2,2,2,"[[""6""], [], [""7""], [], [""5""], [""5"", ""5-5""], [""5"", ""5-5"", ""5-5-0""]]",Lifestyle,Parenting
798,TO,15,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,3,44.0,"[""1"", ""1"", ""3"", ""3"", ""6"", ""6"", ""2"", ""2-1"", ""2-1-1"", ""2-1-1-8""]",6.0,6.0,,True,False,False,1,2-1-1-8,10,3,3,3,"[[""1""], [], [""3""], [], [""6""], [], [""2""], [""2"", ""2-1""], [""2"", ""2-1"", ""2-1-1""], [""2"", ""2-1"", ""2-1-1"", ""2-1-1-8""]]",Entertainment,Boxing
799,TO,15,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,10,32.0,"[""6"", ""6"", ""3"", ""3-2"", ""3-2-2""]",5.0,5.0,,True,False,False,6,3-2-2,5,1,1,1,"[[""6""], [], [""3""], [""3"", ""3-2""], [""3"", ""3-2"", ""3-2-2""]]",Lifestyle,New collections
800,TO,15,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",2,111.0,"[""5"", ""5"", ""7"", ""7"", ""2"", ""2"", ""5"", ""5-3"", ""5-3"", ""5-5"", ""5-5"", ""5"", ""2"", ""2-7"", ""2-7"", ""2"", ""3"", ""3-4"", ""3-4-0""]",3.0,3.0,not really a topic i know much ABOUT,False,False,False,5,3-4-0,19,8,6,8,"[[""5""], [], [""7""], [], [""2""], [], [""5""], [""5"", ""5-3""], [""5""], [""5"", ""5-5""], [""5""], [], [""2""], [""2"", ""2-7""], [""2""], [], [""3""], [""3"", ""3-4""], [""3"", ""3-4"", ""3-4-0""]]",Society,Ancient
801,TO,15,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",4,160.0,"[""4"", ""4"", ""5"", ""5"", ""1"", ""1"", ""6"", ""6-0"", ""6-0"", ""6"", ""2"", ""2-4"", ""2-4"", ""2"", ""5"", ""5-1"", ""5-1"", ""5"", ""0"", ""0"", ""3"", ""3"", ""7"", ""7"", ""1"", ""1-4"", ""1-4"", ""1"", ""2"", ""2-4"", ""2-4"", ""2-8"", ""2-8"", ""2"", ""3"", ""3"", ""4"", ""4-4"", ""4-4-2""]",3.0,3.0,,True,False,False,4,4-4-2,39,18,13,18,"[[""4""], [], [""5""], [], [""1""], [], [""6""], [""6"", ""6-0""], [""6""], [], [""2""], [""2"", ""2-4""], [""2""], [], [""5""], [""5"", ""5-1""], [""5""], [], [""0""], [], [""3""], [], [""7""], [], [""1""], [""1"", ""1-4""], [""1""], [], [""2""], [""2"", ""2-4""], [""2""], [""2"", ""2-8""], [""2""], [], [""3""], [], [""4""], [""4"", ""4-4""], [""4"", ""4-4"", ""4-4-2""]]",Science,Computers and internet
802,TO,15,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,5,50.0,"[""2"", ""2-6"", ""2-6"", ""2-5"", ""2-5"", ""2-0"", ""2-0"", ""2-5"", ""2-5-3""]",2.0,2.0,,False,False,False,2,2-5-3,9,3,3,3,"[[""2""], [""2"", ""2-6""], [""2""], [""2"", ""2-5""], [""2""], [""2"", ""2-0""], [""2""], [""2"", ""2-5""], [""2"", ""2-5"", ""2-5-3""]]",Hobbies,Seasonal tips
803,TO,16,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",9,19.0,"[""4"", ""4-0"", ""4-0-2"", ""4-0-0""]",5.0,7.0,,False,False,False,4,4-0-0,4,1,1,1,"[[""4""], [""4"", ""4-0""], [""4"", ""4-0"", ""4-0-2""], [""4"", ""4-0"", ""4-0-0""]]",Science,Treatments
805,TO,16,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,1,20.0,"[""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]",6.0,7.0,,True,True,True,1,1-2-2-6,4,0,0,0,"[[""1""], [""1"", ""1-2""], [""1"", ""1-2"", ""1-2-2""], [""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]]",Entertainment,Comedy
806,TO,16,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",4,22.0,"[""6"", ""6"", ""1"", ""1-2"", ""1-2-0""]",5.0,7.0,,False,False,False,6,1-2-0,5,1,1,1,"[[""6""], [], [""1""], [""1"", ""1-2""], [""1"", ""1-2"", ""1-2-0""]]",Lifestyle,Upcoming releases
807,TO,16,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,10,16.0,"[""3"", ""3"", ""2"", ""2-2"", ""2-2-3""]",7.0,7.0,,False,False,False,3,2-2-3,5,1,1,1,"[[""3""], [], [""2""], [""2"", ""2-2""], [""2"", ""2-2"", ""2-2-3""]]",Culture,Recipes
808,TO,16,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,8,10.0,"[""5"", ""5-5"", ""5-5-0""]",7.0,7.0,,True,True,True,5,5-5-0,3,0,0,0,"[[""5""], [""5"", ""5-5""], [""5"", ""5-5"", ""5-5-0""]]",Society,Parenting
809,TO,16,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,7,28.0,"[""1"", ""1"", ""0"", ""0"", ""2"", ""2-1"", ""2-1-1"", ""2-1-1-8""]",7.0,7.0,,True,False,False,1,2-1-1-8,8,2,2,2,"[[""1""], [], [""0""], [], [""2""], [""2"", ""2-1""], [""2"", ""2-1"", ""2-1-1""], [""2"", ""2-1"", ""2-1-1"", ""2-1-1-8""]]",Entertainment,Boxing
810,TO,16,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,5,22.0,"[""6"", ""6"", ""0"", ""0"", ""3"", ""3-2"", ""3-2-5""]",6.0,7.0,,False,False,False,6,3-2-5,7,2,2,2,"[[""6""], [], [""0""], [], [""3""], [""3"", ""3-2""], [""3"", ""3-2"", ""3-2-5""]]",Lifestyle,Latest trends
811,TO,16,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",3,23.0,"[""3"", ""3-4"", ""3-4-1""]",6.0,7.0,,True,True,True,3,3-4-1,3,0,0,0,"[[""3""], [""3"", ""3-4""], [""3"", ""3-4"", ""3-4-1""]]",Culture,Medieval
812,TO,16,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",6,19.0,"[""4"", ""4-4"", ""4-4-2""]",4.0,7.0,,True,True,True,4,4-4-2,3,0,0,0,"[[""4""], [""4"", ""4-4""], [""4"", ""4-4"", ""4-4-2""]]",Science,Computers and internet
813,TO,16,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,2,17.0,"[""4"", ""4-7"", ""4-7-1""]",4.0,7.0,,True,True,True,4,4-7-1,3,0,0,0,"[[""4""], [""4"", ""4-7""], [""4"", ""4-7"", ""4-7-1""]]",Science,Animals
814,TO,17,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",3,29.0,"[""6"", ""6"", ""4"", ""4-0"", ""4-0-2""]",5.0,5.0,,False,False,False,6,4-0-2,5,1,1,1,"[[""6""], [], [""4""], [""4"", ""4-0""], [""4"", ""4-0"", ""4-0-2""]]",Lifestyle,Research
816,TO,17,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,5,12.0,"[""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]",7.0,7.0,,True,True,True,1,1-2-2-6,4,0,0,0,"[[""1""], [""1"", ""1-2""], [""1"", ""1-2"", ""1-2-2""], [""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]]",Entertainment,Comedy
817,TO,17,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",4,39.0,"[""2"", ""2-0"", ""2-0"", ""2-7"", ""2-7"", ""2"", ""1"", ""1-2"", ""1-2-0""]",3.0,4.0,,False,False,False,2,1-2-0,9,3,2,3,"[[""2""], [""2"", ""2-0""], [""2""], [""2"", ""2-7""], [""2""], [], [""1""], [""1"", ""1-2""], [""1"", ""1-2"", ""1-2-0""]]",Hobbies,Upcoming releases
818,TO,17,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,1,37.0,"[""6"", ""6"", ""5"", ""5"", ""3"", ""3"", ""2"", ""2-2"", ""2-2-3""]",7.0,3.0,,False,False,False,6,2-2-3,9,3,3,3,"[[""6""], [], [""5""], [], [""3""], [], [""2""], [""2"", ""2-2""], [""2"", ""2-2"", ""2-2-3""]]",Lifestyle,Recipes
819,TO,17,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,9,17.0,"[""5"", ""5-6"", ""5-6"", ""5-5"", ""5-5-0""]",6.0,5.0,,True,False,False,5,5-5-0,5,1,1,1,"[[""5""], [""5"", ""5-6""], [""5""], [""5"", ""5-5""], [""5"", ""5-5"", ""5-5-0""]]",Society,Parenting
820,TO,17,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,8,36.0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""1"", ""2"", ""2-1"", ""2-1-1"", ""2-1-1-8""]",6.0,5.0,,True,False,False,0,2-1-1-8,10,3,3,3,"[[""0""], [], [""1""], [], [""1""], [], [""2""], [""2"", ""2-1""], [""2"", ""2-1"", ""2-1-1""], [""2"", ""2-1"", ""2-1-1"", ""2-1-1-8""]]",Trending,Boxing
821,TO,17,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,6,21.0,"[""6"", ""6-1"", ""6-1"", ""6"", ""2"", ""2-3"", ""2-3-3""]",7.0,5.0,,False,False,False,6,2-3-3,7,2,1,2,"[[""6""], [""6"", ""6-1""], [""6""], [], [""2""], [""2"", ""2-3""], [""2"", ""2-3"", ""2-3-3""]]",Lifestyle,Clothes
822,TO,17,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",7,19.0,"[""3"", ""3-4"", ""3-4-1""]",5.0,6.0,,True,True,True,3,3-4-1,3,0,0,0,"[[""3""], [""3"", ""3-4""], [""3"", ""3-4"", ""3-4-1""]]",Culture,Medieval
823,TO,17,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",10,20.0,"[""4"", ""4-4"", ""4-4-2""]",7.0,6.0,,True,True,True,4,4-4-2,3,0,0,0,"[[""4""], [""4"", ""4-4""], [""4"", ""4-4"", ""4-4-2""]]",Science,Computers and internet
824,TO,17,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,2,14.0,"[""4"", ""4-7"", ""4-7-1""]",7.0,7.0,,True,True,True,4,4-7-1,3,0,0,0,"[[""4""], [""4"", ""4-7""], [""4"", ""4-7"", ""4-7-1""]]",Science,Animals
825,TO,18,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",8,58.0,"[""6"", ""6-2"", ""6-2"", ""6-1"", ""6-1"", ""6"", ""0"", ""0"", ""4"", ""4-0"", ""4-0-2""]",7.0,7.0,"There probably more than one right answer also, in innovation or treatments",False,False,False,6,4-0-2,11,4,3,4,"[[""6""], [""6"", ""6-2""], [""6""], [""6"", ""6-1""], [""6""], [], [""0""], [], [""4""], [""4"", ""4-0""], [""4"", ""4-0"", ""4-0-2""]]",Lifestyle,Research
827,TO,18,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,2,22.0,"[""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]",7.0,7.0,No problems,True,True,True,1,1-2-2-6,4,0,0,0,"[[""1""], [""1"", ""1-2""], [""1"", ""1-2"", ""1-2-2""], [""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]]",Entertainment,Comedy
828,TO,18,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",10,30.0,"[""1"", ""1-5"", ""1-5-1""]",7.0,7.0,easy to find,True,True,True,1,1-5-1,3,0,0,0,"[[""1""], [""1"", ""1-5""], [""1"", ""1-5"", ""1-5-1""]]",Entertainment,Cinemas near you
829,TO,18,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,6,39.0,"[""3"", ""3"", ""2"", ""2-2"", ""2-2-7"", ""2-2-7-2""]",7.0,5.0,"The hobbies selection is a bit random, It would be easier to put the subcategories somewhere else. It wasnt so hard, but i was wondering where to find it, maybe society or culture",True,False,False,3,2-2-7-2,6,1,1,1,"[[""3""], [], [""2""], [""2"", ""2-2""], [""2"", ""2-2"", ""2-2-7""], [""2"", ""2-2"", ""2-2-7"", ""2-2-7-2""]]",Culture,Mexican cuisine
830,TO,18,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,3,27.0,"[""6"", ""6"", ""5"", ""5-5"", ""5-5-0""]",7.0,6.0,I had problem at the beginning wondering between lifestyle and society. Id go for lifestyle first,True,False,False,6,5-5-0,5,1,1,1,"[[""6""], [], [""5""], [""5"", ""5-5""], [""5"", ""5-5"", ""5-5-0""]]",Lifestyle,Parenting
831,TO,18,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,1,36.0,"[""1"", ""1"", ""2"", ""2-1"", ""2-1-1"", ""2-1-1-8""]",7.0,6.0,Sports would be better to have its own category since at the beginning i didnt know if it would be in etretainment or hobbies. ,True,False,False,1,2-1-1-8,6,1,1,1,"[[""1""], [], [""2""], [""2"", ""2-1""], [""2"", ""2-1"", ""2-1-1""], [""2"", ""2-1"", ""2-1-1"", ""2-1-1-8""]]",Entertainment,Boxing
832,TO,18,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,4,60.0,"[""0"", ""0"", ""5"", ""5"", ""6"", ""6"", ""3"", ""3-2"", ""3-2"", ""3-2"", ""3-2-5""]",7.0,6.0,There would be probably more than one good option for this. Again It was hard to choose between society and culture,False,False,False,0,3-2-5,11,4,4,4,"[[""0""], [], [""5""], [], [""6""], [], [""3""], [""3"", ""3-2""], [""3""], [""3"", ""3-2""], [""3"", ""3-2"", ""3-2-5""]]",Trending,Latest trends
833,TO,18,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",7,16.0,"[""3"", ""3-4"", ""3-4-1""]",7.0,7.0,Easy to find,True,True,True,3,3-4-1,3,0,0,0,"[[""3""], [""3"", ""3-4""], [""3"", ""3-4"", ""3-4-1""]]",Culture,Medieval
834,TO,18,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",5,18.0,"[""4"", ""4-4"", ""4-4-2""]",7.0,7.0,No problems with this one,True,True,True,4,4-4-2,3,0,0,0,"[[""4""], [""4"", ""4-4""], [""4"", ""4-4"", ""4-4-2""]]",Science,Computers and internet
835,TO,18,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,9,27.0,"[""4"", ""4-5"", ""4-5"", ""4-7"", ""4-7-1""]",7.0,7.0,Wondering if i should go to biology until i saw the category nature,True,False,False,4,4-7-1,5,1,1,1,"[[""4""], [""4"", ""4-5""], [""4""], [""4"", ""4-7""], [""4"", ""4-7"", ""4-7-1""]]",Science,Animals
836,TO,19,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",1,31.0,"[""6"", ""6"", ""5"", ""5-4"", ""5-4-0""]",5.0,6.0,,True,False,False,6,5-4-0,5,1,1,1,"[[""6""], [], [""5""], [""5"", ""5-4""], [""5"", ""5-4"", ""5-4-0""]]",Lifestyle,Health issues
838,TO,19,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,8,21.0,"[""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]",7.0,7.0,,True,True,True,1,1-2-2-6,4,0,0,0,"[[""1""], [""1"", ""1-2""], [""1"", ""1-2"", ""1-2-2""], [""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]]",Entertainment,Comedy
839,TO,19,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",3,20.0,"[""1"", ""1-5"", ""1-5-1""]",7.0,7.0,,True,True,True,1,1-5-1,3,0,0,0,"[[""1""], [""1"", ""1-5""], [""1"", ""1-5"", ""1-5-1""]]",Entertainment,Cinemas near you
840,TO,19,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,4,40.0,"[""6"", ""6"", ""3"", ""3"", ""2"", ""2-2"", ""2-2-3""]",5.0,4.0,,False,False,False,6,2-2-3,7,2,2,2,"[[""6""], [], [""3""], [], [""2""], [""2"", ""2-2""], [""2"", ""2-2"", ""2-2-3""]]",Lifestyle,Recipes
841,TO,19,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,2,25.0,"[""6"", ""6"", ""5"", ""5-5"", ""5-5-0""]",7.0,6.0,,True,False,False,6,5-5-0,5,1,1,1,"[[""6""], [], [""5""], [""5"", ""5-5""], [""5"", ""5-5"", ""5-5-0""]]",Lifestyle,Parenting
842,TO,19,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,5,35.0,"[""1"", ""1"", ""2"", ""2-1"", ""2-1-1"", ""2-1-1-8""]",5.0,5.0,,True,False,False,1,2-1-1-8,6,1,1,1,"[[""1""], [], [""2""], [""2"", ""2-1""], [""2"", ""2-1"", ""2-1-1""], [""2"", ""2-1"", ""2-1-1"", ""2-1-1-8""]]",Entertainment,Boxing
843,TO,19,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,6,47.0,"[""6"", ""6"", ""1"", ""1"", ""5"", ""5"", ""2"", ""2"", ""3"", ""3-2"", ""3-2-2""]",5.0,4.0,Slightly harder to find,True,False,False,6,3-2-2,11,4,4,4,"[[""6""], [], [""1""], [], [""5""], [], [""2""], [], [""3""], [""3"", ""3-2""], [""3"", ""3-2"", ""3-2-2""]]",Lifestyle,New collections
844,TO,19,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",9,87.0,"[""4"", ""4"", ""2"", ""2"", ""1"", ""1"", ""4"", ""4"", ""5"", ""5"", ""3"", ""3-3"", ""3-3"", ""3-4"", ""3-4-0""]",4.0,4.0,,False,False,False,4,3-4-0,15,6,6,6,"[[""4""], [], [""2""], [], [""1""], [], [""4""], [], [""5""], [], [""3""], [""3"", ""3-3""], [""3""], [""3"", ""3-4""], [""3"", ""3-4"", ""3-4-0""]]",Science,Ancient
845,TO,19,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",10,101.0,"[""1"", ""1"", ""6"", ""6-1"", ""6-1"", ""6"", ""2"", ""2"", ""3"", ""3"", ""5"", ""5"", ""1"", ""1"", ""2"", ""2-4"", ""2-4"", ""2"", ""3"", ""3"", ""4"", ""4-4"", ""4-4-2""]",5.0,3.0,,True,False,False,1,4-4-2,23,10,8,10,"[[""1""], [], [""6""], [""6"", ""6-1""], [""6""], [], [""2""], [], [""3""], [], [""5""], [], [""1""], [], [""2""], [""2"", ""2-4""], [""2""], [], [""3""], [], [""4""], [""4"", ""4-4""], [""4"", ""4-4"", ""4-4-2""]]",Entertainment,Computers and internet
846,TO,19,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,7,115.0,"[""2"", ""2-6"", ""2-6"", ""2-5"", ""2-5"", ""2"", ""3"", ""3"", ""6"", ""6"", ""0"", ""0"", ""1"", ""1"", ""2"", ""2-5"", ""2-5"", ""2-6"", ""2-6"", ""2"", ""3"", ""3"", ""4"", ""4-5"", ""4-5"", ""4-7"", ""4-7-1""]",6.0,3.0,,True,False,False,2,4-7-1,27,12,10,12,"[[""2""], [""2"", ""2-6""], [""2""], [""2"", ""2-5""], [""2""], [], [""3""], [], [""6""], [], [""0""], [], [""1""], [], [""2""], [""2"", ""2-5""], [""2""], [""2"", ""2-6""], [""2""], [], [""3""], [], [""4""], [""4"", ""4-5""], [""4""], [""4"", ""4-7""], [""4"", ""4-7"", ""4-7-1""]]",Hobbies,Animals
847,TO,21,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",9,39.0,"[""6"", ""6-2"", ""6-2"", ""6"", ""4"", ""4-0"", ""4-0-2""]",5.0,5.0,,False,False,False,6,4-0-2,7,2,1,2,"[[""6""], [""6"", ""6-2""], [""6""], [], [""4""], [""4"", ""4-0""], [""4"", ""4-0"", ""4-0-2""]]",Lifestyle,Research
849,TO,21,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,5,16.0,"[""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]",7.0,7.0,,True,True,True,1,1-2-2-6,4,0,0,0,"[[""1""], [""1"", ""1-2""], [""1"", ""1-2"", ""1-2-2""], [""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]]",Entertainment,Comedy
850,TO,21,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",7,12.0,"[""1"", ""1-5"", ""1-5-1""]",7.0,7.0,,True,True,True,1,1-5-1,3,0,0,0,"[[""1""], [""1"", ""1-5""], [""1"", ""1-5"", ""1-5-1""]]",Entertainment,Cinemas near you
851,TO,21,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,4,50.0,"[""2"", ""2-4"", ""2-4"", ""2"", ""6"", ""6"", ""6"", ""6-2"", ""6-2"", ""6"", ""1"", ""1"", ""2"", ""2-2"", ""2-2-4""]",7.0,5.0,,False,False,False,2,2-2-4,15,6,4,6,"[[""2""], [""2"", ""2-4""], [""2""], [], [""6""], [], [""6""], [""6"", ""6-2""], [""6""], [], [""1""], [], [""2""], [""2"", ""2-2""], [""2"", ""2-2"", ""2-2-4""]]",Hobbies,Cooking
852,TO,21,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,10,34.0,"[""6"", ""6-1"", ""6-1"", ""6"", ""6"", ""6"", ""5"", ""5-5"", ""5-5-0""]",7.0,4.0,,True,False,False,6,5-5-0,9,3,2,3,"[[""6""], [""6"", ""6-1""], [""6""], [], [""6""], [], [""5""], [""5"", ""5-5""], [""5"", ""5-5"", ""5-5-0""]]",Lifestyle,Parenting
