respondent number,task number,task text,result,time spent (seconds),path,first click,destination
29,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,33,Trending > Popular articles,Trending,Popular articles
29,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,39,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
29,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",direct success,34,Entertainment > Cinema > Cinemas near you,Entertainment,Cinemas near you
29,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect success,111,Culture > Culture > Lifestyle > Lifestyle > Hobbies > Food > Regional cuisine > Mexican cuisine,Culture,Mexican cuisine
29,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,69,About us > About us > Lifestyle > Personal development > Personal development < Lifestyle > Society > Family and Relationships > Parenting,About us,Parenting
29,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect success,70,Entertainment > Games > Top picks < Games < Entertainment > Hobbies > Sports > Individual sports > Boxing,Entertainment,Boxing
29,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect success,82,Lifestyle > Personal development > Personal development < Lifestyle > Trending > Trending > Culture > Fashion > Fashion > Fashion > New collections > Latest trends > New collections,Lifestyle,New collections
29,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct success,45,Culture > History > Medieval,Culture,Medieval
29,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",direct success,53,Science > Technology > Computers and internet,Science,Computers and internet
29,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,indirect success,107,Science > Nature > Animals < Nature < Science > Hobbies > Outdoors > Outdoors < Hobbies > Science > Environment > Environment > Nature > Animals,Science,Animals
30,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",direct failure,13,Science > Health and Medicine > Treatments,Science,Treatments
30,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,16,Trending > Popular articles,Trending,Popular articles
30,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct failure,12,Entertainment > Films > Reviews,Entertainment,Reviews
30,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",direct failure,16,Entertainment > Films > Upcoming releases,Entertainment,Upcoming releases
30,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,59,Culture > Culture > Lifestyle > Lifestyle > Society > Society > Trending > Trending > Society > Family and Relationships > Family and Relationships < Society > Hobbies > Food > Recipes,Culture,Recipes
30,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,direct success,18,Society > Family and Relationships > Parenting,Society,Parenting
30,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect failure,35,Entertainment > Entertainment > Culture > Culture > Lifestyle > Lifestyle > Society > Society > Trending > Latest articles,Entertainment,Latest articles
30,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,91,Lifestyle > Lifestyle > About us > About us > Society > Society > Trending > Trending > Lifestyle > Personal development > Personal development < Lifestyle > About us > About us > Hobbies > Hobbies > Lifestyle > Lifestyle > Entertainment > Entertainment > Hobbies > Beauty > Clothes,Lifestyle,Clothes
30,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct success,14,Culture > History > Medieval,Culture,Medieval
30,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect failure,44,Lifestyle > Lifestyle > Society > Society > Science > Science > Trending > Our picks,Lifestyle,Our picks
30,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,direct success,19,Science > Nature > Animals,Science,Animals
31,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",direct failure,20,Science > Health and Medicine > Treatments,Science,Treatments
31,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,18,Trending > Popular articles,Trending,Popular articles
31,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,17,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
31,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",indirect success,74,Entertainment > Films > Genres > Genres > Reviews < Films > Films > Films > Cinema > Cinemas near you,Entertainment,Cinemas near you
31,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,34,Lifestyle > Lifestyle > Society > Society > Culture > Culture > Hobbies > Food > Recipes,Lifestyle,Recipes
31,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,21,Lifestyle > Lifestyle > Society > Family and Relationships > Parenting,Lifestyle,Parenting
31,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,direct success,25,Hobbies > Sports > Individual sports > Boxing,Hobbies,Boxing
31,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect success,34,Lifestyle > Lifestyle > Society > Society > Culture > Fashion > New collections,Lifestyle,New collections
31,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct success,22,Culture > History > Medieval,Culture,Medieval
31,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect success,172,Entertainment > Entertainment > Society > Society > Hobbies > Crafts > Crafts < Hobbies > Culture > Culture > Society > Society > Science > Science > Lifestyle > Personal development > Personal development < Lifestyle > Society > Society > Trending > Trending > Entertainment > Literature > Literature < Entertainment > Hobbies > Household > Household < Hobbies > Culture > Art > Art < Culture > Science > Technology > Computers and internet,Entertainment,Computers and internet
31,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,indirect success,68,Hobbies > Outdoors > Hunting < Outdoors < Hobbies > Science > Earth and Space > Earth and Space < Science > Hobbies > Outdoors > Outdoors < Hobbies > Culture > Culture > Science > Nature > Animals,Hobbies,Animals
32,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",indirect success,40,Science > Health and Medicine > Treatments < Health and Medicine < Science > Society > Health > Health issues,Science,Health issues
32,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,24,Trending > Popular articles,Trending,Popular articles
32,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,42,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
32,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",direct success,26,Entertainment > Cinema > Cinemas near you,Entertainment,Cinemas near you
32,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,43,Lifestyle > Lifestyle > Culture > Culture > Hobbies > Food > Recipes,Lifestyle,Recipes
32,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,31,Lifestyle > Personal development > Personal development < Lifestyle > Society > Family and Relationships > Parenting,Lifestyle,Parenting
32,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,direct success,35,Hobbies > Sports > Individual sports > Boxing,Hobbies,Boxing
32,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,29,Trending > Trending > Culture > Fashion > Latest trends,Trending,Latest trends
32,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",indirect success,27,Hobbies > Hobbies > Culture > History > Medieval,Hobbies,Medieval
32,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect success,97,Hobbies > Hobbies > Science > Science > Lifestyle > Lifestyle > About us > About us > Entertainment > Entertainment > Hobbies > Household > Household < Hobbies > Culture > Culture > Science > Technology > Computers and internet,Hobbies,Computers and internet
32,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,indirect failure,68,Science > Nature > Animals < Nature < Science > Hobbies > Outdoors > Outdoors < Hobbies > Science > Biology > Zoology,Science,Zoology
33,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",indirect failure,29,Lifestyle > Fitness > Fitness < Lifestyle > Science > Health and Medicine > Innovations,Lifestyle,Innovations
33,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,14,Trending > Popular articles,Trending,Popular articles
33,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,indirect failure,21,Culture > Theatre > Theatre > Art > Movies and TV shows,Culture,Movies and TV shows
33,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",indirect failure,42,Hobbies > Art > Art < Hobbies > Entertainment > Films > Genres > Genres > Upcoming releases,Hobbies,Upcoming releases
33,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,direct failure,10,Hobbies > Food > Recipes,Hobbies,Recipes
33,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,15,Lifestyle > Lifestyle > Society > Family and Relationships > Parenting,Lifestyle,Parenting
33,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect success,47,Entertainment > TV shows > TV shows < Entertainment > Trending > Trending > Society > Society > Lifestyle > Lifestyle > Entertainment > TV shows > TV shows < Entertainment > Hobbies > Sports > Individual sports > Boxing,Entertainment,Boxing
33,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,33,Culture > Culture > Trending > Trending > Lifestyle > Lifestyle > Society > Society > Hobbies > Beauty > Clothes,Culture,Clothes
33,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",indirect success,106,Science > Science > Society > Society > Entertainment > Entertainment > Science > Health and Medicine > Health and Medicine > Biology > Biology > Nature > Nature > Environment > Environment > Health and Medicine > Health and Medicine < Science > Lifestyle > Personal development > Personal development < Lifestyle > Hobbies > Hobbies > Culture > Architecture > Architecture > History > Medieval,Science,Medieval
33,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect success,57,Hobbies > Hobbies > Lifestyle > Finances > Finances < Lifestyle > Society > Society > Entertainment > Entertainment > Hobbies > Hobbies > Culture > Culture > Science > Technology > Computers and internet,Hobbies,Computers and internet
33,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,direct success,12,Science > Nature > Animals,Science,Animals
34,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",direct failure,15,Science > Health and Medicine > Treatments,Science,Treatments
34,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,11,Trending > Popular articles,Trending,Popular articles
34,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct failure,14,Entertainment > Films > Reviews,Entertainment,Reviews
34,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",indirect success,20,Entertainment > Films > Films > Cinema > Cinemas near you,Entertainment,Cinemas near you
34,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,direct failure,11,Hobbies > Food > Recipes,Hobbies,Recipes
34,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,37,Lifestyle > Personal development > Personal development < Lifestyle > About us > About us > Society > Health > Health > Family and Relationships > Parenting,Lifestyle,Parenting
34,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,direct success,22,Hobbies > Sports > Individual sports > Boxing,Hobbies,Boxing
34,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,41,Society > Society > Trending > Trending > Entertainment > Entertainment > Lifestyle > Fitness > Fitness > Finances > Finances > Personal development > Personal development < Lifestyle > Hobbies > Beauty > Fashion shows < Beauty > Beauty > Clothes,Society,Clothes
34,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct success,13,Culture > History > Medieval,Culture,Medieval
34,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",direct success,16,Science > Technology > Computers and internet,Science,Computers and internet
34,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,direct failure,12,Science > Biology > Zoology,Science,Zoology
